DDI-MedLine.d180.s1|DDI-MedLine.d180.s1.e0|DDI-MedLine.d180.s1.e1|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e3|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e4|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e5|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e6|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e1|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e3|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e4|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e5|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e6|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e2|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e3|DDI-DrugBank.d357.s3.e4|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e3|DDI-DrugBank.d357.s3.e5|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e3|DDI-DrugBank.d357.s3.e6|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e3|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e3|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e3|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e4|DDI-DrugBank.d357.s3.e5|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e4|DDI-DrugBank.d357.s3.e6|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e4|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e4|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e4|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e5|DDI-DrugBank.d357.s3.e6|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e5|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e5|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e5|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e6|DDI-DrugBank.d357.s3.e7|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e6|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e6|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e7|DDI-DrugBank.d357.s3.e8|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e7|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s3|DDI-DrugBank.d357.s3.e8|DDI-DrugBank.d357.s3.e9|null
DDI-DrugBank.d357.s4|DDI-DrugBank.d357.s4.e0|DDI-DrugBank.d357.s4.e1|null
DDI-DrugBank.d509.s0|DDI-DrugBank.d509.s0.e0|DDI-DrugBank.d509.s0.e1|null
DDI-DrugBank.d509.s0|DDI-DrugBank.d509.s0.e0|DDI-DrugBank.d509.s0.e2|null
DDI-DrugBank.d509.s0|DDI-DrugBank.d509.s0.e0|DDI-DrugBank.d509.s0.e3|null
DDI-DrugBank.d509.s0|DDI-DrugBank.d509.s0.e1|DDI-DrugBank.d509.s0.e2|null
DDI-DrugBank.d509.s0|DDI-DrugBank.d509.s0.e1|DDI-DrugBank.d509.s0.e3|null
DDI-DrugBank.d509.s0|DDI-DrugBank.d509.s0.e2|DDI-DrugBank.d509.s0.e3|null
DDI-DrugBank.d509.s2|DDI-DrugBank.d509.s2.e0|DDI-DrugBank.d509.s2.e1|null
DDI-DrugBank.d509.s3|DDI-DrugBank.d509.s3.e0|DDI-DrugBank.d509.s3.e1|null
DDI-DrugBank.d509.s7|DDI-DrugBank.d509.s7.e0|DDI-DrugBank.d509.s7.e1|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e0|DDI-DrugBank.d509.s8.e1|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e0|DDI-DrugBank.d509.s8.e2|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e0|DDI-DrugBank.d509.s8.e3|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e0|DDI-DrugBank.d509.s8.e4|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e1|DDI-DrugBank.d509.s8.e2|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e1|DDI-DrugBank.d509.s8.e3|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e1|DDI-DrugBank.d509.s8.e4|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e2|DDI-DrugBank.d509.s8.e3|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e2|DDI-DrugBank.d509.s8.e4|null
DDI-DrugBank.d509.s8|DDI-DrugBank.d509.s8.e3|DDI-DrugBank.d509.s8.e4|null
DDI-DrugBank.d509.s9|DDI-DrugBank.d509.s9.e0|DDI-DrugBank.d509.s9.e1|null
DDI-DrugBank.d509.s9|DDI-DrugBank.d509.s9.e0|DDI-DrugBank.d509.s9.e2|null
DDI-DrugBank.d509.s9|DDI-DrugBank.d509.s9.e0|DDI-DrugBank.d509.s9.e3|null
DDI-DrugBank.d509.s9|DDI-DrugBank.d509.s9.e1|DDI-DrugBank.d509.s9.e2|null
DDI-DrugBank.d509.s9|DDI-DrugBank.d509.s9.e1|DDI-DrugBank.d509.s9.e3|null
DDI-DrugBank.d509.s9|DDI-DrugBank.d509.s9.e2|DDI-DrugBank.d509.s9.e3|null
DDI-DrugBank.d509.s11|DDI-DrugBank.d509.s11.e0|DDI-DrugBank.d509.s11.e1|null
DDI-DrugBank.d509.s11|DDI-DrugBank.d509.s11.e0|DDI-DrugBank.d509.s11.e2|null
DDI-DrugBank.d509.s11|DDI-DrugBank.d509.s11.e1|DDI-DrugBank.d509.s11.e2|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e0|DDI-DrugBank.d509.s15.e1|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e0|DDI-DrugBank.d509.s15.e2|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e0|DDI-DrugBank.d509.s15.e3|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e0|DDI-DrugBank.d509.s15.e4|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e1|DDI-DrugBank.d509.s15.e2|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e1|DDI-DrugBank.d509.s15.e3|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e1|DDI-DrugBank.d509.s15.e4|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e2|DDI-DrugBank.d509.s15.e3|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e2|DDI-DrugBank.d509.s15.e4|null
DDI-DrugBank.d509.s15|DDI-DrugBank.d509.s15.e3|DDI-DrugBank.d509.s15.e4|null
DDI-DrugBank.d509.s16|DDI-DrugBank.d509.s16.e0|DDI-DrugBank.d509.s16.e1|null
DDI-DrugBank.d509.s16|DDI-DrugBank.d509.s16.e0|DDI-DrugBank.d509.s16.e2|null
DDI-DrugBank.d509.s16|DDI-DrugBank.d509.s16.e1|DDI-DrugBank.d509.s16.e2|null
DDI-DrugBank.d509.s17|DDI-DrugBank.d509.s17.e0|DDI-DrugBank.d509.s17.e1|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e0|DDI-DrugBank.d509.s19.e1|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e0|DDI-DrugBank.d509.s19.e2|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e0|DDI-DrugBank.d509.s19.e3|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e0|DDI-DrugBank.d509.s19.e4|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e1|DDI-DrugBank.d509.s19.e2|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e1|DDI-DrugBank.d509.s19.e3|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e1|DDI-DrugBank.d509.s19.e4|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e2|DDI-DrugBank.d509.s19.e3|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e2|DDI-DrugBank.d509.s19.e4|null
DDI-DrugBank.d509.s19|DDI-DrugBank.d509.s19.e3|DDI-DrugBank.d509.s19.e4|null
DDI-DrugBank.d509.s20|DDI-DrugBank.d509.s20.e0|DDI-DrugBank.d509.s20.e1|null
DDI-DrugBank.d509.s20|DDI-DrugBank.d509.s20.e0|DDI-DrugBank.d509.s20.e2|null
DDI-DrugBank.d509.s20|DDI-DrugBank.d509.s20.e1|DDI-DrugBank.d509.s20.e2|null
DDI-DrugBank.d509.s22|DDI-DrugBank.d509.s22.e0|DDI-DrugBank.d509.s22.e1|null
DDI-DrugBank.d509.s23|DDI-DrugBank.d509.s23.e0|DDI-DrugBank.d509.s23.e1|null
DDI-DrugBank.d509.s23|DDI-DrugBank.d509.s23.e0|DDI-DrugBank.d509.s23.e2|null
DDI-DrugBank.d509.s23|DDI-DrugBank.d509.s23.e0|DDI-DrugBank.d509.s23.e3|null
DDI-DrugBank.d509.s23|DDI-DrugBank.d509.s23.e1|DDI-DrugBank.d509.s23.e2|null
DDI-DrugBank.d509.s23|DDI-DrugBank.d509.s23.e1|DDI-DrugBank.d509.s23.e3|null
DDI-DrugBank.d509.s23|DDI-DrugBank.d509.s23.e2|DDI-DrugBank.d509.s23.e3|null
DDI-DrugBank.d509.s24|DDI-DrugBank.d509.s24.e0|DDI-DrugBank.d509.s24.e1|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e0|DDI-DrugBank.d509.s25.e1|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e0|DDI-DrugBank.d509.s25.e2|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e0|DDI-DrugBank.d509.s25.e3|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e0|DDI-DrugBank.d509.s25.e4|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e0|DDI-DrugBank.d509.s25.e5|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e1|DDI-DrugBank.d509.s25.e2|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e1|DDI-DrugBank.d509.s25.e3|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e1|DDI-DrugBank.d509.s25.e4|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e1|DDI-DrugBank.d509.s25.e5|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e2|DDI-DrugBank.d509.s25.e3|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e2|DDI-DrugBank.d509.s25.e4|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e2|DDI-DrugBank.d509.s25.e5|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e3|DDI-DrugBank.d509.s25.e4|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e3|DDI-DrugBank.d509.s25.e5|null
DDI-DrugBank.d509.s25|DDI-DrugBank.d509.s25.e4|DDI-DrugBank.d509.s25.e5|null
DDI-DrugBank.d509.s26|DDI-DrugBank.d509.s26.e0|DDI-DrugBank.d509.s26.e1|null
DDI-DrugBank.d509.s27|DDI-DrugBank.d509.s27.e0|DDI-DrugBank.d509.s27.e1|null
DDI-DrugBank.d509.s27|DDI-DrugBank.d509.s27.e0|DDI-DrugBank.d509.s27.e2|null
DDI-DrugBank.d509.s27|DDI-DrugBank.d509.s27.e0|DDI-DrugBank.d509.s27.e3|null
DDI-DrugBank.d509.s27|DDI-DrugBank.d509.s27.e1|DDI-DrugBank.d509.s27.e2|null
DDI-DrugBank.d509.s27|DDI-DrugBank.d509.s27.e1|DDI-DrugBank.d509.s27.e3|null
DDI-DrugBank.d509.s27|DDI-DrugBank.d509.s27.e2|DDI-DrugBank.d509.s27.e3|null
DDI-DrugBank.d509.s28|DDI-DrugBank.d509.s28.e0|DDI-DrugBank.d509.s28.e1|null
DDI-DrugBank.d19.s1|DDI-DrugBank.d19.s1.e0|DDI-DrugBank.d19.s1.e1|null
DDI-DrugBank.d19.s2|DDI-DrugBank.d19.s2.e0|DDI-DrugBank.d19.s2.e1|null
DDI-DrugBank.d19.s2|DDI-DrugBank.d19.s2.e0|DDI-DrugBank.d19.s2.e2|null
DDI-DrugBank.d19.s2|DDI-DrugBank.d19.s2.e0|DDI-DrugBank.d19.s2.e3|null
DDI-DrugBank.d19.s2|DDI-DrugBank.d19.s2.e1|DDI-DrugBank.d19.s2.e2|null
DDI-DrugBank.d19.s2|DDI-DrugBank.d19.s2.e1|DDI-DrugBank.d19.s2.e3|null
DDI-DrugBank.d19.s2|DDI-DrugBank.d19.s2.e2|DDI-DrugBank.d19.s2.e3|null
DDI-DrugBank.d19.s6|DDI-DrugBank.d19.s6.e0|DDI-DrugBank.d19.s6.e1|null
DDI-DrugBank.d19.s6|DDI-DrugBank.d19.s6.e0|DDI-DrugBank.d19.s6.e2|null
DDI-DrugBank.d19.s6|DDI-DrugBank.d19.s6.e1|DDI-DrugBank.d19.s6.e2|null
DDI-DrugBank.d19.s7|DDI-DrugBank.d19.s7.e0|DDI-DrugBank.d19.s7.e1|null
DDI-DrugBank.d19.s9|DDI-DrugBank.d19.s9.e0|DDI-DrugBank.d19.s9.e1|null
DDI-DrugBank.d19.s9|DDI-DrugBank.d19.s9.e0|DDI-DrugBank.d19.s9.e2|null
DDI-DrugBank.d19.s9|DDI-DrugBank.d19.s9.e0|DDI-DrugBank.d19.s9.e3|null
DDI-DrugBank.d19.s9|DDI-DrugBank.d19.s9.e1|DDI-DrugBank.d19.s9.e2|null
DDI-DrugBank.d19.s9|DDI-DrugBank.d19.s9.e1|DDI-DrugBank.d19.s9.e3|null
DDI-DrugBank.d19.s9|DDI-DrugBank.d19.s9.e2|DDI-DrugBank.d19.s9.e3|null
DDI-DrugBank.d530.s0|DDI-DrugBank.d530.s0.e0|DDI-DrugBank.d530.s0.e1|null
DDI-DrugBank.d530.s0|DDI-DrugBank.d530.s0.e0|DDI-DrugBank.d530.s0.e2|null
DDI-DrugBank.d530.s0|DDI-DrugBank.d530.s0.e0|DDI-DrugBank.d530.s0.e3|null
DDI-DrugBank.d530.s0|DDI-DrugBank.d530.s0.e1|DDI-DrugBank.d530.s0.e2|null
DDI-DrugBank.d530.s0|DDI-DrugBank.d530.s0.e1|DDI-DrugBank.d530.s0.e3|null
DDI-DrugBank.d530.s0|DDI-DrugBank.d530.s0.e2|DDI-DrugBank.d530.s0.e3|null
DDI-DrugBank.d530.s1|DDI-DrugBank.d530.s1.e0|DDI-DrugBank.d530.s1.e1|null
DDI-DrugBank.d530.s2|DDI-DrugBank.d530.s2.e0|DDI-DrugBank.d530.s2.e1|null
DDI-DrugBank.d530.s2|DDI-DrugBank.d530.s2.e0|DDI-DrugBank.d530.s2.e2|null
DDI-DrugBank.d530.s2|DDI-DrugBank.d530.s2.e0|DDI-DrugBank.d530.s2.e3|null
DDI-DrugBank.d530.s2|DDI-DrugBank.d530.s2.e1|DDI-DrugBank.d530.s2.e2|null
DDI-DrugBank.d530.s2|DDI-DrugBank.d530.s2.e1|DDI-DrugBank.d530.s2.e3|null
DDI-DrugBank.d530.s2|DDI-DrugBank.d530.s2.e2|DDI-DrugBank.d530.s2.e3|null
DDI-DrugBank.d530.s3|DDI-DrugBank.d530.s3.e0|DDI-DrugBank.d530.s3.e1|null
DDI-DrugBank.d530.s3|DDI-DrugBank.d530.s3.e0|DDI-DrugBank.d530.s3.e2|null
DDI-DrugBank.d530.s3|DDI-DrugBank.d530.s3.e1|DDI-DrugBank.d530.s3.e2|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e1|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e2|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e3|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e0|DDI-DrugBank.d213.s0.e4|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e1|DDI-DrugBank.d213.s0.e2|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e1|DDI-DrugBank.d213.s0.e3|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e1|DDI-DrugBank.d213.s0.e4|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e2|DDI-DrugBank.d213.s0.e3|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e2|DDI-DrugBank.d213.s0.e4|null
DDI-DrugBank.d213.s0|DDI-DrugBank.d213.s0.e3|DDI-DrugBank.d213.s0.e4|null
DDI-DrugBank.d213.s1|DDI-DrugBank.d213.s1.e0|DDI-DrugBank.d213.s1.e1|null
DDI-DrugBank.d213.s1|DDI-DrugBank.d213.s1.e0|DDI-DrugBank.d213.s1.e2|null
DDI-DrugBank.d213.s1|DDI-DrugBank.d213.s1.e1|DDI-DrugBank.d213.s1.e2|null
DDI-DrugBank.d213.s3|DDI-DrugBank.d213.s3.e0|DDI-DrugBank.d213.s3.e1|null
DDI-DrugBank.d213.s3|DDI-DrugBank.d213.s3.e0|DDI-DrugBank.d213.s3.e2|null
DDI-DrugBank.d213.s3|DDI-DrugBank.d213.s3.e1|DDI-DrugBank.d213.s3.e2|null
DDI-DrugBank.d320.s0|DDI-DrugBank.d320.s0.e0|DDI-DrugBank.d320.s0.e1|advise
DDI-DrugBank.d320.s1|DDI-DrugBank.d320.s1.e0|DDI-DrugBank.d320.s1.e1|null
DDI-DrugBank.d320.s1|DDI-DrugBank.d320.s1.e0|DDI-DrugBank.d320.s1.e2|null
DDI-DrugBank.d320.s1|DDI-DrugBank.d320.s1.e1|DDI-DrugBank.d320.s1.e2|null
DDI-DrugBank.d320.s2|DDI-DrugBank.d320.s2.e0|DDI-DrugBank.d320.s2.e1|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e0|DDI-DrugBank.d320.s3.e1|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e0|DDI-DrugBank.d320.s3.e2|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e0|DDI-DrugBank.d320.s3.e3|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e0|DDI-DrugBank.d320.s3.e4|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e1|DDI-DrugBank.d320.s3.e2|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e1|DDI-DrugBank.d320.s3.e3|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e1|DDI-DrugBank.d320.s3.e4|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e2|DDI-DrugBank.d320.s3.e3|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e2|DDI-DrugBank.d320.s3.e4|null
DDI-DrugBank.d320.s3|DDI-DrugBank.d320.s3.e3|DDI-DrugBank.d320.s3.e4|null
DDI-DrugBank.d320.s5|DDI-DrugBank.d320.s5.e0|DDI-DrugBank.d320.s5.e1|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e0|DDI-DrugBank.d320.s6.e1|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e0|DDI-DrugBank.d320.s6.e2|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e0|DDI-DrugBank.d320.s6.e3|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e0|DDI-DrugBank.d320.s6.e4|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e1|DDI-DrugBank.d320.s6.e2|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e1|DDI-DrugBank.d320.s6.e3|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e1|DDI-DrugBank.d320.s6.e4|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e2|DDI-DrugBank.d320.s6.e3|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e2|DDI-DrugBank.d320.s6.e4|null
DDI-DrugBank.d320.s6|DDI-DrugBank.d320.s6.e3|DDI-DrugBank.d320.s6.e4|null
DDI-DrugBank.d320.s7|DDI-DrugBank.d320.s7.e0|DDI-DrugBank.d320.s7.e1|null
DDI-DrugBank.d715.s0|DDI-DrugBank.d715.s0.e0|DDI-DrugBank.d715.s0.e1|null
DDI-DrugBank.d715.s0|DDI-DrugBank.d715.s0.e0|DDI-DrugBank.d715.s0.e2|null
DDI-DrugBank.d715.s0|DDI-DrugBank.d715.s0.e1|DDI-DrugBank.d715.s0.e2|null
DDI-DrugBank.d715.s1|DDI-DrugBank.d715.s1.e0|DDI-DrugBank.d715.s1.e1|null
DDI-DrugBank.d715.s1|DDI-DrugBank.d715.s1.e0|DDI-DrugBank.d715.s1.e2|null
DDI-DrugBank.d715.s1|DDI-DrugBank.d715.s1.e1|DDI-DrugBank.d715.s1.e2|null
DDI-MedLine.d100.s5|DDI-MedLine.d100.s5.e0|DDI-MedLine.d100.s5.e1|null
DDI-MedLine.d100.s5|DDI-MedLine.d100.s5.e0|DDI-MedLine.d100.s5.e2|null
DDI-MedLine.d100.s5|DDI-MedLine.d100.s5.e0|DDI-MedLine.d100.s5.e3|null
DDI-MedLine.d100.s5|DDI-MedLine.d100.s5.e1|DDI-MedLine.d100.s5.e2|null
DDI-MedLine.d100.s5|DDI-MedLine.d100.s5.e1|DDI-MedLine.d100.s5.e3|null
DDI-MedLine.d100.s5|DDI-MedLine.d100.s5.e2|DDI-MedLine.d100.s5.e3|null
DDI-DrugBank.d654.s0|DDI-DrugBank.d654.s0.e0|DDI-DrugBank.d654.s0.e1|null
DDI-DrugBank.d654.s0|DDI-DrugBank.d654.s0.e0|DDI-DrugBank.d654.s0.e2|null
DDI-DrugBank.d654.s0|DDI-DrugBank.d654.s0.e1|DDI-DrugBank.d654.s0.e2|null
DDI-DrugBank.d654.s1|DDI-DrugBank.d654.s1.e0|DDI-DrugBank.d654.s1.e1|null
DDI-DrugBank.d654.s1|DDI-DrugBank.d654.s1.e0|DDI-DrugBank.d654.s1.e2|null
DDI-DrugBank.d654.s1|DDI-DrugBank.d654.s1.e1|DDI-DrugBank.d654.s1.e2|null
DDI-DrugBank.d654.s2|DDI-DrugBank.d654.s2.e0|DDI-DrugBank.d654.s2.e1|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e1|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e2|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e3|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e4|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e5|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e6|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e7|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e0|DDI-DrugBank.d245.s0.e8|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e2|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e3|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e4|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e5|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e6|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e7|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e1|DDI-DrugBank.d245.s0.e8|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e2|DDI-DrugBank.d245.s0.e3|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e2|DDI-DrugBank.d245.s0.e4|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e2|DDI-DrugBank.d245.s0.e5|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e2|DDI-DrugBank.d245.s0.e6|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e2|DDI-DrugBank.d245.s0.e7|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e2|DDI-DrugBank.d245.s0.e8|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e3|DDI-DrugBank.d245.s0.e4|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e3|DDI-DrugBank.d245.s0.e5|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e3|DDI-DrugBank.d245.s0.e6|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e3|DDI-DrugBank.d245.s0.e7|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e3|DDI-DrugBank.d245.s0.e8|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e4|DDI-DrugBank.d245.s0.e5|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e4|DDI-DrugBank.d245.s0.e6|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e4|DDI-DrugBank.d245.s0.e7|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e4|DDI-DrugBank.d245.s0.e8|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e5|DDI-DrugBank.d245.s0.e6|null
DDI-DrugBank.d245.s0|DDI-DrugBank.d245.s0.e5|DDI-DrugBank.d245.s0.e7|null
